album_type,album_name,album_year,song_name,song_lyrics
album,Out Of Our Heads,1965,The Last Time,"Well I told you once and I told you twice. But ya never listen to my advice. You don't try very hard to please me. With what you know it should be easy. Well this could be the last time. This could be the last time. Maybe the last time. I don't know. Oh no, oh no. Well, I'm sorry girl but I can't stay. Feelin' like I do today. It's too much pain and too much sorrow. Guess I'll feel the same tomorrow. Well this could be the last time. This could be the last time. Maybe the last time. I don't know. Oh no, oh no. Well this could be the last time. This could be the last time. Maybe the last time. I don't know. Oh no, oh no. Well I told you once and I told you twice. That someone will have to pay the price. But here's a chance to change your mind. 'Cause I'll be gone a long, long time. Well this could be the last time. This could be the last time. Maybe the last time. I don't know. Oh no, oh no. Last time baby. To say no more. Baby I don't know. Well I don't know. Well, I don't know. I don't know. Well, I don't know. Well, I don't know. Well, I don't know. Well, I don't know. Well, I don't know. Well, I don't know. Well, I don't know"
album,Out Of Our Heads,1965,That's How Strong My Love Is,"Machine Gun Kelly - ""Why Are You Here"". NF - ""PAID MY DUES"". Kehlani - ""All Me"". Alec Benjamin - ""Mind Is A Prison"". Alan Walker & Ava Max - ""Alone, Pt. II"""
album,Out Of Our Heads,1965,Good Times,"Whoa la la ta ta. Whoa la la ta ta. La la la all night long. Wanna tell you. Whoa la la ta ta. Whoa la la ta ta. La la la all night long. C'mon let the good times roll. We're gonna stay here to soothe our soul. It could take all night long. The evening sun is sinking low. The clock on the wall says it's time to go. I've got my plans I don't know about you. I tell you exactly what I'm gonna do. Get in the groove and let the good times roll. We're gonna stay here to soothe our soul. It could take all night long. It might be one o'clock it might be three. Time don't mean that much to me. Ain't felt this good since I don't know when. I might not feel this good again. So c'mon let the good time roll. We're gonna stay here to soothe our soul. It could take all night long. All night, all night. All night, all night long. Somebody said it might take all night long. All night, all night whoa. C'mon let the good times roll. We're gonna stay here to soothe our soul. It could take all night long"
album,Out Of Our Heads,1965,I'm Alright,"Machine Gun Kelly - ""Why Are You Here"". NF - ""PAID MY DUES"". Kehlani - ""All Me"". Alec Benjamin - ""Mind Is A Prison"". Alan Walker & Ava Max - ""Alone, Pt. II"""
album,Out Of Our Heads,1965,(I Can't Get No) Satisfaction,"Machine Gun Kelly - ""Why Are You Here"". NF - ""PAID MY DUES"". Kehlani - ""All Me"". Alec Benjamin - ""Mind Is A Prison"". Alan Walker & Ava Max - ""Alone, Pt. II"""
album,Out Of Our Heads,1965,Cry To Me,"When your baby leaves you all alone. And nobody call you on the phone. Doncha feel like crying. Doncha feel like crying like crying like crying. C'mon baby, cry to me. When you're all alone in your lonely room. And there's nothing but the smell of her perfume. Doncha feel like crying. Doncha feel like crying like crying like crying. C'mon baby, (c'mon) cry to me. Nothing could be sadder than a glass of wine alone. Loneliness loneliness, it just a waste of your time. But you don't ever you don't ever have to walk alone. You see, so c'mon take my hand. C'mon walk with me. When you're waiting for a voice to come. In the night there is no one. Doncha feel like crying. Doncha feel like crying like crying like crying. C'mon baby, cry to me. C'mon baby, that's right cry to me. Yes, I want you to come on baby. C'mon c'mon cry to me. I want you to c'mon baby. C'mon c'mon and cry to me. Yeah c'mon baby c'mon I want you to cry cry cry to me. Yeah I want you to cry cry cry cry cry cry cry. I want you to cry cry cry cry cry cry cry cry..."
album,Out Of Our Heads,1965,The Under Assistant West Coast Promotion Man,"Well I'm waiting at the bus stop in downtown L.A.. Well I'm waiting at the bus stop in downtown L.A.. But I'd much rather be on a boardwalk on Broadway. Well I'm sitting here thinkin' just how sharp I am. Well I'm sitting here thinkin' just how sharp I am. I'm an under assistant west coast promo man, yeah, yeah. Well I promo groups when they come into town. Well I promo groups when they come into town. Well they laugh at my toupee, they're sure to put me down. Well I'm sitting here thinking just how sharp I am. Yeah I'm sitting here thinking just how sharp I am. I'm a necessary talent behind every rock and roll band. Yeah, I'm sharp, I'm really, really sharp. I sure do earn my pay, sitting on the beach every day. Yeah, I'm real real sharp, yes I am. I got a Corvette and a seersucker suit, yes I have. Here comes the bus, uh oh. I though I had a dime, where's my dime. I know I have a dime somewhere. I'm pretty sure"
album,Out Of Our Heads,1965,Play With Fire,"Well, you've got your diamonds and you've got your pretty clothes. And the chauffeur drives your car. You let everybody know. But don't play with me, cause you're playing with fire. Your mother she's an heiress, owns a block in Saint John's Wood. And your father'd be there with her. If he only could. But don't play with me, cause you're playing with fire. Your old man took her diamond's and tiaras by the score. Now she gets her kicks in Stepney. Not in Knightsbridge anymore. So don't play with me, cause you're playing with fire. Now you've got some diamonds and you will have some others. But you'd better watch your step, girl. Or start living with your mother. So don't play with me, cause you're playing with fire. So don't play with me, cause you're playing with fire"
album,Out Of Our Heads,1965,The Spider And The Fly,"Sittin' thinkin' sinkin' drinkin. Wondering what I'd do when I'm through tonight. Smoking moping, maybe just hopin. Some little girl will pass on by. Don't wanna be alone but I love my girl at home. I remember what she said. She said, ""My, my, my don't tell lies, keep fidelity in your head. My my my, don't tell lies.  When you're done you should go to bed. Don't say hi, like a spider to a fly. Jump right ahead and you're dead"". Sit up, fed up, low down go round. Down to the bar at the place I'm at. Sitting drinking, supereficially thinking. About the rinsed-out blonde on my left. Then I said, ""hi"" like a spider to a fly. Remebering what my little girl said. She was common, flirty, she looked about thirty. I would have run away but I was on my own. She told me later she's a machine operator. She said she liked the way I held the microphone. I said my, my, like the spider to the fly. Jump right ahead in my web"
album,Out Of Our Heads,1965,One More Try,You need some money in a hurry. But things ain't right. You try to beg and borrow maybe start a fight. Your friends don't wanna know you they just pass you by. So they couldn't be your friends because they wouldn't lie. Sit down shut up don't dare to cry. Things will get better if you really try. So don't ya panic don't ya panic. Give it one more try. Don't ya panic don't ya panic. Give it one more try. You gotta girl that doesn't bring you all she cries. The day turns into night to try to satisfy. You buy her all the things she want she don't improve. You think you'd give her up if you could make that move. Sit down shut up don't dare to cry. Things will get better if you really try. So don't ya panic don't ya panic. Give it one more try. Don't ya panic don't ya panic. Give it one more try. The things that don't matter easy come and go. And the things that satisfy only come real slow. You gotta know and watch it all in your mind. Cause it's better when you get it if you really try. Sit down shut up don't dare to cry. Things will get better if you really try. So don't ya panic don't ya panic. Give it one more try. Don't ya panic don't ya panic. Give it one more try. Keep on trying. Keep on trying. Keep on trying. Keep on trying. Keep on trying. You gotta keep trying
album,Unknown,1965,She Said Yeah,"Dam deedle dee dam dam. Little girl, where did you come from?. Try a little bit to make my mouth dribble. Come on baby, let's ride away in the rain. Baby you drive me crazy. Drive my poor heart hazy. Just a little bit. A little while with you. Come on baby, let's ride away in the rain. She said yeah, dam deedle dee dam dam. She said yeah, dam deedle dee dam dam. She said yeah, yeah yeah yeah. Come on baby I want to make love to you. Well you drive me crazy. Dam deedle dee dam dam. My love is lazy. Dam deedle dee dam dam. Little miss I want to kiss. Come on baby, won't you do what I wish. She said yeah, dam deedle dee dam dam. She said yeah, dam deedle dee dam dam. She said yeah, yeah yeah yeah. Come on baby I want to make love to you. Yeah, ow!. Well I got the feeling, dam deedle dee dam dam. In my soul, dam deedle dee dam dam. I'm gonna love you, you know. One night or another. Come on baby, let me hear you say you love me. She said yeah, dam deedle dee dam dam. She said yeah, dam deedle dee dam dam. She said yeah, yeah yeah yeah. Come on baby I want to make love to you"
album,Unknown,1965,Talkin' About You,"Machine Gun Kelly - ""Why Are You Here"". NF - ""PAID MY DUES"". Kehlani - ""All Me"". Alec Benjamin - ""Mind Is A Prison"". Alan Walker & Ava Max - ""Alone, Pt. II"""
album,Unknown,1965,You Better Move On,"You ask me to give up the hand of the girl I love. You tell me I'm not the man she's worthy of. But who are you to tell her who to love?. That's up to her, yes, and the Lord above. You better move on. Well I know you can buy her fancy clothes and diamond rings. But I believe she's happy with me without those things. Still you beg me to set her free. But my friend, that will never be. You better move on. Now I don't blame you for loving her. But can't you understand, man, she's my girl. And I'm never never ever gonna let her go. 'Cause I, yeah, I love her so. I think you better go now, I'm getting mighty mad. You ask me to give up the only love I've ever had. Maybe I would, oh, but I love her so. I'm never gonna let her go. You better move on (you better move on). You better move on (you better move on). You better move on (you better move on). Yeah, you better move on (you better move on)"
album,Unknown,1965,Look What You've Done,"Machine Gun Kelly - ""Why Are You Here"". NF - ""PAID MY DUES"". Kehlani - ""All Me"". Alec Benjamin - ""Mind Is A Prison"". Alan Walker & Ava Max - ""Alone, Pt. II"""
album,Unknown,1965,The Singer Not The Song,"Everywhere you want I always go. I always give in because, babe, you know. You just say so cause you give me that. Feeling inside that I know must be right. It's the singer not the song. It's not the way you give in willingly. Others do it without thrilling me. Giving me that same old feeling inside that I. Know I must be right. It's the singer not the song. The same old places and the same old songs. We've been going there for much too long. There's something wrong and it gives me that feeling. Inside that I know I must be right. It's the singer not the song. It's the singer not the song. It's the singer not the song"
album,Unknown,1965,Route 66,"Well if you ever plan to motor west. Just take my way that's the highway that's the best. Get your kicks on Route 66. Well it winds from Chicago to L.A.. More than 2000 miles all the way. Get your kicks on Route 66. Well goes from St. Louie down to Missouri. Oklahoma city looks oh so pretty. You'll see Amarillo and Gallup, New Mexico. Flagstaff, Arizona don't forget Winona. Kingman, Barstow, San Bernardino. Would you get hip to this kindly tip. And go take that California trip. Get your kicks on Route 66. Well goes from St. Louie down to Missouri. Oklahoma city looks oh so pretty. You'll see Amarillo and Gallup, New Mexico. Flagstaff, Arizona don't forget Winona. Kingman, Barstow, San Bernardino. Would you get hip to this kindly tip. And go take that California trip. Get your kicks on Route 66"
album,Unknown,1965,Get Off Of My Cloud,"I live in an apartment on the ninety-ninth floor of my block. And I sit at home looking out the window. Imagining the world has stopped. Then in flies a guy who's all dressed up just like a Union Jack. And says, ""I've won five pounds if I have his kind of detergent pack"". I said, ""hey, you, get off of my cloud. Hey, you, get off of my cloud. Hey, you, get off of my cloud. Don't hang around 'cause two's a crowd. On my cloud, baby"". The telephone is ringing. I say, ""Hi, it's me, who is there on the line?"". A voice says, ""hi, hello, how are you?"". ""Well, I guess I'm doin' fine"". He says, ""it's three a.m., there's too much noise. Don't you people ever want to go to bed?. Just 'cause you feel so good. Do you have to drive me out of my head?"". I said, ""hey, you, get off of my cloud. Hey, you, get off of my cloud. Hey, you, get off of my cloud. Don't hang around 'cause two's a crowd. On my cloud, baby"". I was sick and tired, fed up with this. And decided to take a drive downtown. It was so very quiet and peaceful. There was nobody, not a soul around. I laid myself out, I was so tired. And I started to dream. In the morning the parking tickets were just like a flag. Stuck on my window screen. I said, ""hey, you, get off of my cloud. Hey, you, get off of my cloud. Hey, you, get off of my cloud. Don't hang around 'cause two's a crowd. On my cloud"". Hey, you, get off of my cloud. Hey, you, get off of my cloud. Hey, you, get off of my cloud. Don't hang around baby two's a crowd. On my cloud. Hey, you..."
album,Unknown,1965,I'm Free,"Machine Gun Kelly - ""Why Are You Here"". NF - ""PAID MY DUES"". Kehlani - ""All Me"". Alec Benjamin - ""Mind Is A Prison"". Alan Walker & Ava Max - ""Alone, Pt. II"""
album,Unknown,1965,As Tears Go By,It is the evening of the day. I sit and watch the children play. Smiling faces I can see. But not for me. I sit and watch. As tears go by. My riches can't buy everything. I want to hear the children sing. All I hear is the sound. Of rain falling on the ground. I sit and watch. As tears go by. It is the evening of the day. I sit and watch the children play. Doin' things I used to do. They think are new. I sit and watch. As tears go by
album,Unknown,1965,Gotta Get Away,"Baby, the truth is out so don't deny. Baby to think I believed all your lies. Darlin' I can't stand to see your face. It's the truth, you understand. I got to get away, got to get away. Gotta, gotta, gotta get away. Got to get away. Baby, I don't want to live here no more. Baby, though I tore your pictures off my walls. Darlin' this old room's falling in on me. You understand the truth now. I got to get away, got to get away. Gotta, gotta, gotta get away. Got to get away. Baby, oh, how could you take away your clothes. Baby, don't screw up this old heart of gold. Darling, this will rule my social flare. You understand me now. I got to get away, got to get away. Gotta, gotta, gotta get away. Got to get away"
album,Unknown,1965,Blue Turns To Grey,"So now that she is gone. You won't be sad for long. For maybe just an hour or just a moment. Of the day. Then blue turns to grey. And try as you may. You just don't feel good. You don't feel alright. And you know that you must find her, find her, find her. You think you'll have a ball. And you won't care at all. You'll find another girl or maybe more. To pass the time away. Then blue turns to grey. And try as you may. You just don't feel good. You just don't feel alright. And you know that you must find her, find her, find her. She's not home when you call. So you can go to all. The places where she used to go. But she has gone away. Then blue turns to grey. And try as you may. You just don't feel good. You don't feel alright. And you know that you must find her, find her, find her. Blue turns to grey (blue turns to grey). She has gone away (blue turns to grey). I feel so bad (blue turns to grey). I wish you'd come on home (blue turns to grey). I feel, I feel so down..."
album,Unknown,1965,I'm Moving On,"Machine Gun Kelly - ""Why Are You Here"". NF - ""PAID MY DUES"". Kehlani - ""All Me"". Alec Benjamin - ""Mind Is A Prison"". Alan Walker & Ava Max - ""Alone, Pt. II"""
album,Aftermath,1966,Paint It Black,"I see a red door and I want it painted black. No colors anymore, I want them to turn black. I see the girls walk by, dressed in their summer clothes. I have to turn my head until my darkness goes. I see a line of cars and they're all painted black. With flowers and my love both never to come back. I see people turn their heads and quickly look away. Like a newborn baby, it just happens everyday. I look inside myself and see my heart is black. I see my red door and must have it painted black. Maybe then I'll fade away and not have to face the facts. It's not easy facing up when your whole world is black. No more will my green sea go turn a deeper blue. I could not foresee this thing happening to you. If I look hard enough into the setting sun. My love will laugh with me before the morning comes. I see a red door and I want it painted black. No colors anymore, I want them to turn black. I see the girls walk by, dressed in their summer clothes. I have to turn my head until my darkness goes. Hmm, hmm, hmm.... I wanna see it painted, painted black. Black as night, black as coal. I wanna see the sun blotted out from the sky. I wanna see it painted, painted, painted, painted black. Yeah!. Hmm, hmm, hmm..."
album,Aftermath,1966,Stupid Girl,"I'm not talking about the kind of clothes she wears. Look at that stupid girl. I'm not talking about the way she combs her hair. Look at that stupid girl. The way she powders her nose. Her vanity shows and it shows. She's the worst thing in this world. Well, look at that stupid girl. I'm not talking about the way she digs for gold. Look at that stupid girl. Well, I'm talking about the way she grabs and holds. Look at that stupid girl. The way she talks about someone else. That she don't even know herself. She's the sickest thing in this world. Well, look at that stupid girl. Well, I'm sick and tired. And I really have my doubts. I've tried and tried. But it never really works out. Like a lady in waiting to a virgin queen. Look at that stupid girl. She bitches 'bout things that she's never seen. Look at that stupid girl. It doesn't matter if she dyes her hair. Or the color of the shoes she wears. She's the worst thing in this world. Well, look at that stupid girl. Shut-up, shut-up, shut-up, shut-up, shut-up. Shut-up, shut-up, shut-up, shut-up, shut-up. Shut-up, shut-up, shut-up. Like a lady in waiting to a virgin queen. Look at that stupid girl. She bitches 'bout things that she's never seen. Look at that stupid girl. She purrs like a pussycat. Then she turns 'round and hisses back. She's the sickest thing in this world. Look at that stupid girl"
album,Aftermath,1966,Lady Jane,My sweet Lady Jane. When I see you again. Your servant am I. And will humbly remain. Just heed this plea my love. On bended knees my love. I pledge myself to Lady Jane. My dear Lady Anne. I've done what I can. I must take my leave. For promised I am. This play is run my love. Your time has come my love. I've pledged my troth to Lady Jane. Oh my sweet Marie. I wait at your ease. The sands have run out. For your lady and me. Wedlock is nigh my love. Her station's right my love. Life is secure with Lady Jane
album,Aftermath,1966,Under My Thumb,"Under my thumb. The girl who once had me down. Under my thumb. The girl who once pushed me around. It's down to me. The difference in the clothes she wears. Down to me, the change has come. She's under my thumb. And ain't it the truth babe?. Under my thumb. It's a squirmin' dog who's just had her day. Under my thumb. A girl who has just changed her ways. It's down to me, yes it is. The way she does just what she's told down to me. The change has come. She's under my thumb. Ah, ah, say it's alright. Under my thumb. A Siamese cat of a girl. Under my thumb. She's the sweetest, hmmm, pet in the world. It's down to me. The way she talks when she's spoken to. Down to me, the change has come. She's under my thumb. Ah, take it easy babe. Yeah. It's down to me, oh yeah. The way she talks when she's spoken to. Down to me, the change has come. She's under my thumb. Yeah, it feels alright. Under my thumb. Her eyes are just kept to herself. Under my thumb, well I. I can still look at someone else. It's down to me, oh that's what I said. The way she talks when she's spoken to. Down to me, the change has come. She's under my thumb. Say, it's alright. Say it's all. Say it's all. Take it easy babe. Take it easy babe. Feels alright. Take it, take it easy babe"
album,Aftermath,1966,Doncha Bother Me,"I said, ""Oh no, doncha follow me no more."". I said, ""Oh no, doncha follow me no more."". Well I'm looking for my face. And I got no place to go. I said, ""Oh no, doncha follow me no more."". I said, ""Oh no, doncha follow me no more."". Well, pick your own mind. And don't you touch mine no more. Still waiting here for a single idea. In your clothes and your hair. I wore it last year. Oh no, doncha follow me no more. I said, ""Oh no, doncha copy me no more."". I said, ""Oh no, doncha copy me no more."". Well, the lines around my eyes. are protected by a copyright law. Well, all the clubs and the bars. And the little red cars. Not knowing why, but trying to get high. Oh no, doncha follow me no more. Doncha follow. Doncha follow"
album,Aftermath,1966,Think,"I'm givin' you a piece of my mind.. There no charge of any kind.. Try a very simple test.. You should just retrace your steps.. And think back, back a little bit baby.. Back, back alright.. Think, think, think back baby.. Think, think back a bit girl.. Think, think, think back baby.. Tell me who's fault was that, babe?. Tell me who's fault was that, babe?. Think about a year ago.. How we lived I'll never know.. Connin' people for a dime.. Here's another piece of my mind.. And think back, back a little bit baby.. Back, back alright.. Think, think, think back baby.. Think, think back a bit girl.. Think, think, think back baby.. Tell me who's fault was that, babe?. Tell me who's fault was that, babe?. Take a look inside yourself.. You're not really someone else.. Still, I am the same old me.. You say I lack maturity.. But think back, back a little bit baby.. Back, back, alright!. We're not children anymore.. We don't need to play with toys.. Take a look and you will find. You're gettin' old before your time.. But think back, back a little bit baby.. Back, back alright.. Think, think, think back baby.. Think, think I said back a bit girl.. Think, think, think back baby.. Tell me who's fault was that, babe?. Tell me who's fault was that, babe?. I said think.. You'd better think back a little bit.. I said think.. What about last year and the year before?. I said think.. You promised me so much.. I said think.. Doncha 'member what you said?"
album,Aftermath,1966,Flight 505,"Well, I was happy here at home. I got everything I need.. Happy bein' on my own. Just living the life I lead.. Well, suddenly it dawned on me. That this was not my life.. So I just phoned the airline girl. And said, ""Get me on flight number 505,. Get me on flight number 505."". Well, I confirmed my reservation.. Then I hopped a cab.. No idea of my destination. And feeling pretty bad.. With my suitcase in my hand.. In my head, my new life.. So then I told the airline girl. ""Well, get me on flight number 505,. Get me on flight number 505."". Alright.. Well, I sat right there in my seat.. Well, feeling like a king.. With the whole world right at my feet.. ""Of course I'll have a drink!"". Well, suddenly I saw. That we never ever would arrive.. He put the plane down in the sea.. The end of flight number 505.. The end of flight number 505.. Alright.. Whew, they put the plane down in the sea.. The end of flight number 505.. The end of flight number 505."
album,Aftermath,1966,High And Dry,"High and dry well, I'm up here with no warning. High and dry well, I couldn't get a word in. High and dry oh, what a way to go. She left me standing here just high and dry. A minute I was up there standing by her side. The next I was down there, well, left out of the ride and. High and dry oh, what a way to go. She left me standing here just high and dry. Anythin' I wished for I only had to ask her (yep). I think she found out it was money I was after. High and dry oh, what a weird letdown. She left me standing here just high and dry. Alright. It's lucky that I didn't have any love towards her. Next time I'll make sure that the girl'll be much poorer. High and dry oh, what a way to go. She left me standing here just high and dry. High and dry well, I'm up here with no warnin. Yep. High and dry well, I couldn't get a word in. High and dry oh, what a way to go. She left me standin' here just high and dry. Well, she left me standin' here just high and dry. Well, she left me standin' here just high and dry. Hey!"
album,Aftermath,1966,It's Not Easy,"Machine Gun Kelly - ""Why Are You Here"". NF - ""PAID MY DUES"". Kehlani - ""All Me"". Alec Benjamin - ""Mind Is A Prison"". Alan Walker & Ava Max - ""Alone, Pt. II"""
album,Aftermath,1966,I Am Waiting,"I am waiting, I am waiting (oh yeah, oh yeah). I am waiting, I am waiting (oh yeah, oh yeah). Waiting for someone to come out of somewhere. Waiting for someone to come out of somewhere. You can't hold out, you can't hold out. Oh yeah, oh yeah. You can't hold out, you can't hold out. Oh yeah, oh yeah. Waiting for someone to come out of somewhere. Waiting for someone to come out of somewhere. See it come along and. don't know where it's from. Oh, yes you will find out. Well, it happens all the time. It's censored from our minds. You'll find out. Slow or fast, slow or fast. Oh yeah, oh yeah. End at last, end at last. Oh yeah, oh yeah. Waiting for someone to come out of somewhere. Waiting for someone to come out of somewhere. Stand up coming years. and escalation fears. Oh, yes we will find out. Well, like a withered stone. Fears will pierce your bones. You'll find out. Oh we're waiting, oh we're waiting. Oh yeah, oh yeah. Oh we're waiting, oh we're waiting. Oh yeah, oh yeah. Waiting for someone to come out of somewhere. Waiting for someone to come out of somewhere. Oh we're waiting, oh we're waiting. Oh we're waiting, oh were waiting..."
album,Aftermath,1966,Going Home,"Spendin' too much time away. I can't stand another day. Maybe you think I've seen the world. But I'd rather see my girl. I'm goin' home, I'm goin' home. I'm goin' home, I'm goin' home. I'm goin' home, bome, bome, bome-bome-bome,. Home, bome, bome, bome, back home. Yes, I am. All those letters ev'ry day. Maybe alright in their way. But I'd love to see your face. When I get home in their place. I'm goin' home, I'm goin' home. I'm goin' home, I'm goin' home. I'm goin' home, bome, bome, bome-bome-bome,. Home, bome, bome, bome, back home. Yes, I am. Alright. I'm goin' home, I'm goin' home. I'm goin' home, I'm goin' home. I'm goin' home, bome, bome, bome-bome-bome,. Home, bome, bome, bome, back home. Yes, I will. When you're three thousand miles away. I just never sleep the same. If I packed my things right now. I could be home in seven hours. I'm goin' home, I'm goin' home. I'm goin' home, I'm goin' home. I'm goin' home, bome, bome, bome-bome-bome,. Home, bome, bome, bome, back home. Yes, I will. Yes, I will. See my baby, see my baby. I wanna see my girl. I just can't wait, I just can't wait. I just can't wait, I just can't wait. I just can't wait, I just can't wait. I just can't wait, I just can't wait. I just can't wait. I'll see my baby. She'll make me feel alright. Gotta see my baby. She'll make me feel so good. She'll make me feel allright. Yes she does. In the middle of the night. So good     ti  ti  tight. Feel allright, come on baby. I'm gonna get home babe. I feel allright. I'm lookin' for my baby. I'm gonna go in the early morning. I'm gonna catch that plane. Now it won't be long, I say. Listen to me. Long time since I've seen my baby. Yes it is. It's such a long long time. Yes it is, I feel allright. I'm gonna see my baby, one more time. I get home, I gotta get home. I wanna see my darling. I wanna make sweet  sweet love. In the middle of the night. Early in the morning. In the midnight hour. She'll make me feel so good. She'll make me feel allright. When she touch my hands. And that's all I gotta say. Cause I'm gonna pack my bags. I wanna see you baby. See your face. Your pretty little smile. Your pretty clothes. Hear you talk. Come on. I'm comin' home. I'll see my baby. I'm goin' home. I'm gettin' out. To see your face. Makin' love to you baby. Yes it makes me feel so good. Inside. I feel so good inside. Touch me one more time. Come on little girl. You may look sweet. But I know you ain't. I know you ain't"
album,Aftermath,1966,What To Do(UK Edition Track),"Machine Gun Kelly - ""Why Are You Here"". NF - ""PAID MY DUES"". Kehlani - ""All Me"". Alec Benjamin - ""Mind Is A Prison"". Alan Walker & Ava Max - ""Alone, Pt. II"""
album,Between The Buttons,1967,Let's Spend The Night Together,"Machine Gun Kelly - ""Why Are You Here"". NF - ""PAID MY DUES"". Kehlani - ""All Me"". Alec Benjamin - ""Mind Is A Prison"". Alan Walker & Ava Max - ""Alone, Pt. II"""
album,Between The Buttons,1967,Yesterday's Papers,"Machine Gun Kelly - ""Why Are You Here"". NF - ""PAID MY DUES"". Kehlani - ""All Me"". Alec Benjamin - ""Mind Is A Prison"". Alan Walker & Ava Max - ""Alone, Pt. II"""
album,Between The Buttons,1967,Ruby Tuesday,"She would never say where she came from. Yesterday don't matter if it's gone. While the sun is bright. Or in the darkest night. No one knows. She comes and goes. Goodbye, Ruby Tuesday. Who could hang a name on you?. When you change with every new day. Still I'm gonna miss you.... Don't question why she needs to be so free. She'll tell you it's the only way to be. She just can't be chained. To a life where nothing's gained. And nothing's lost. At such a cost. Goodbye, Ruby Tuesday. Who could hang a name on you?. When you change with every new day. Still I'm gonna miss you.... There's no time to lose, I heard her say. Catch your dreams before they slip away. Dying all the time. Lose your dreams. And you will lose your mind.. Ain't life unkind?. Goodbye, Ruby Tuesday. Who could hang a name on you?. When you change with every new day. Still I'm gonna miss you... [x2"
album,Between The Buttons,1967,Connection,"All i want to do is get back to you. Connection, I just can't make no connection.. But all I want to do is to get back to you.. Everything is going in the wrong direction.. The doctor wants to give me more injections.. Giving me shots for a thousand rare infections. And I don't know if he'll let me go. Connection, I just can't make no connection.. But all I want to do is to get back to you.. Connection, I just can't make it, connection. But all I want to do is to get back to you.. My bags they get a very close inspection.. I wonder why it is that they suspect 'em. They're dying to add me to their collection. And I don't know if they'll let me go. Connection, I just can't make no connection.. But all I want to do is to get back to you.. Connection, I just can't make no connection.. But all I want to do is to get back to you."
album,Between The Buttons,1967,She Smiled Sweetly,"Why do my thoughts loom so large on me?. They seem to stay, for day after day. And won't disappear, I've tried every way. But she smiled sweetly. She smiled sweetly. She smiled sweetly. And says don't worry. Oh, no no no. Where does she hide it inside of her?. That keeps her peace most every day. And won't disappear, my hair's turning grey. But she smiled sweetly. She smiled sweetly. She smiled sweetly. And says don't worry. Oh, no no no. ""There's nothing in why or when. There's no use trying, you're here. Begging again, and ov'r again"". That's what she said so softly. I understood for once in my life. And feeling good most all of the time. But she smiled sweetly. She smiled sweetly. She smiled sweetly. And said don't worry. Oh, no no no. Oh, no no no. Oh, no no no"
album,Between The Buttons,1967,"Cool, Calm & Collected","Machine Gun Kelly - ""Why Are You Here"". NF - ""PAID MY DUES"". Kehlani - ""All Me"". Alec Benjamin - ""Mind Is A Prison"". Alan Walker & Ava Max - ""Alone, Pt. II"""
album,Between The Buttons,1967,All Sold Out,"Why put this sadness inside of me. Why be so matter-of-fact. Why put this one bit of hope in me. You sold me out and that's that. I hope that you're having fun with me. There's not much left to attack. I hope that you're nearly done with me. You sold me out and that's that. All sold out i'd never seen. A mind so tangled, a girl so strangled. All sold out well i felt so green. It was just like that. I was put down flat. I was sold out just like that. Oh baby. All sold out i'd never seen. A mind so tangled, a girl so strangled. All sold out well i felt so green. It was just like that. I was put down flat. I was sold out just like that. I missed the point of you doing it. Your mind has just jumped the track. I took a bit different view of it. You sold me out and that's that. Hey hey, that's that"
album,Between The Buttons,1967,My Obsession,"My obsessions are your possessions. Every piece that I can get. My obsessions are your possessions. Till my mouth is soaking wet. I think I blew it now, confession. You can't dodge it, it's simple logic. You'd be better off with me. And you'll know it when you lost it. Lonely. My obsessions are your possessions. Are you smiling on my way. My obsessions are your possessions. One that you should give away. Give it to me now I've no objection. I don't mind if it's unkind. And it's not my property. But I want it just to be mine. Exclusively. Ooh baby, ooh baby. Ooh baby, ooh baby. Ooh baby, ooh baby. Ooh baby, ooh baby, aah. You need teaching, you're a girl. There are things in this world. That need teaching with discretion. My profession. My obsessions are your possessions. Are you used to the idea?. My obsessions are your possessions. Do you feel at home right here?. You should relax, it's my impression. Didn't see you were so young. I could almost be your son. Please turn in my direction. No objection"
album,Between The Buttons,1967,Who's Been Sleeping Here,"Machine Gun Kelly - ""Why Are You Here"". NF - ""PAID MY DUES"". Kehlani - ""All Me"". Alec Benjamin - ""Mind Is A Prison"". Alan Walker & Ava Max - ""Alone, Pt. II"""
album,Between The Buttons,1967,Complicated,She looks so simple in her way. Does the same thing everyday. But she's dedicated. To having her own way. She's very complicated. Yeah. Women seem to fill her mind. And many men in so short time. But she's underrated. She treats me oh so kind. She's very complicated. Yeah. We talk together and discuss. What is really best for us. She's sophisticated. My head's fit to bust. Cause she's so complicated. She knows just how to please her man. Softer than a baby lamb. But she's educated. Doesn't give a damn. She's very complicated. She looks so simple in her way. Does the same thing everyday. But she's dedicated. To having her own way. She's very complicated
